prmca_pco_ofici	prmca_pco_moned	prmca_pco_produc	prmca_pnu_contr	prmca_pmo_maxim	prmca_pmo_utiliz	prmca_pmo_reserv	prmca_psa_discon	prmca_psa_conta	saldo_actual_giros	monto_mitigador
405	1	3	2403998	160000000.00	115999999.96	0.00	44000000.04	44000000.04	115999999.96	174800000.00	
620	1	0	2403999	10000000.00	9367292.68	0.00	632707.32	632707.32	0.00	99450133.60	
620	1	0	2404000	27500000.00	26848578.69	0.00	651421.31	651421.31	5814535.18	11335368.79	
250	1	0	2404001	36500000.00	34719939.04	0.00	1780060.96	1780060.96	0.00	36508692.00	
255	1	0	2404002	15500000.00	11954687.88	0.00	3545312.12	3545312.12	0.00	20223661.10	
343	1	0	2404004	8250000.00	6377543.43	0.00	1872456.57	1872456.57	0.00	38280933.60	
405	1	3	2404005	2000000000.00	0.00	0.00	2000000000.00	2000000000.00	0.00	0.00	
405	1	3	2404006	2000000000.00	870833333.33	0.00	1129166666.67	1129166666.67	825000000.00	0.00	
275	1	0	2404007	130000000.00	101180929.96	0.00	28819070.04	28819070.04	39024661.10	128718794.02	
595	1	0	2404008	45000000.00	38151086.77	0.00	6848913.23	6848913.23	6869833.30	46597636.26	
595	1	3	2404009	50000000.00	0.00	0.00	50000000.00	50000000.00	0.00	50000000.00	
562	1	3	2404010	150000000.00	0.00	0.00	0.00	0.00	0.00	8435667.32	
562	1	3	2404011	200000000.00	0.00	177436438.67	22563561.33	200000000.00	0.00	10822523.68	
210	1	0	2404013	30000000.00	0.00	0.00	0.00	0.00	0.00	43884000.00	
405	2	3	2404014							0.00	
330	1	0	2404016	30000000.00	28652545.95	0.00	1347454.05	1347454.05	0.00	28750018.80	
558	1	0	2404017	52400000.00	42845385.05	0.00	9554614.95	9554614.95	0.00	0.00	
210	1	0	2404019	21000000.00	19682735.62	0.00	1317264.38	1317264.38	0.00	24222527.98	
405	2	3	2404020							0.00	
346	1	0	2404022	250000000.00	197470275.27	0.00	52529724.73	52529724.73	0.00	0.00	
215	1	0	2404023	90000000.00	86979803.86	0.00	3020196.14	3020196.14	30489954.13	0.00	
211	1	0	2404024	27000000.00	23400000.00	0.00	3600000.00	3600000.00	0.00	27314792.00	
205	1	3	2404025	165000000.00	100000000.00	0.00	65000000.00	65000000.00	100000000.00	169757469.02	
948	2	0	2404026							19531869.92	
513	1	3	2404027	50000000.00	50000000.00	0.00	0.00	0.00	50000000.00	314186158.96	
460	1	0	2404030	20000000.00	12477322.58	0.00	7522677.42	7522677.42	0.00	79669414.61	
483	1	0	2404032	38800000.00	18915451.64	0.00	19884548.36	19884548.36	0.00	38537861.75	
405	1	3	2404034	125000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
405	2	0	2404038							147675219.20	
405	2	0	2404039							50068780.80	
595	2	0	2404041							3859460513.87	
597	1	0	2404042	67000000.00	59498136.32	0.00	7501863.68	7501863.68	0.00	78013993.44	
215	1	3	2404043	51000000.00	0.00	47625516.00	3374484.00	51000000.00	0.00	0.00	
483	1	0	2404044	29400000.00	24928802.47	0.00	4471197.53	4471197.53	0.00	29450640.00	
562	1	3	2404045	25000000.00	9333332.43	0.00	15666667.57	15666667.57	9333332.43	89148073.06	
255	1	3	2404046	80000000.00	0.00	0.00	0.00	0.00	0.00	97366202.14	
210	1	0	2404047	30000000.00	1658939.04	0.00	28341060.96	28341060.96	0.00	75585861.00	
541	1	0	2404048	20000000.00	16448219.16	0.00	3551780.84	3551780.84	0.00	0.00	
597	1	0	2404049	146000000.00	115585002.79	0.00	30414997.21	30414997.21	0.00	218725328.45	
245	2	3	2404050							17821620.00	
939	1	0	2404051	35120000.00	34249146.10	0.00	870853.90	870853.90	0.00	17159927.26	
210	1	0	2404052	30000000.00	0.00	0.00	0.00	0.00	0.00	34267592.00	
595	1	0	2404054	30000000.00	28111681.80	0.00	1888318.20	1888318.20	18347925.30	16688489.60	
346	1	0	2404056	5500000.00	5145528.45	0.00	354471.55	354471.55	0.00	17994051.01	
250	1	0	2404058	20000000.00	9983749.12	0.00	10016250.88	10016250.88	7423511.09	21746960.00	
405	1	3	2404059	7000000.00	0.00	2885190.36	4114809.64	7000000.00	0.00	0.00	
483	1	0	2404060	420000000.00	0.00	0.00	420000000.00	420000000.00	0.00	0.00	
460	1	0	2404061	15251462.88	0.00	0.00	0.00	0.00	0.00	14354318.00	
405	1	3	2404062	200000000.00	142974999.99	0.00	57025000.01	57025000.01	142974999.99	0.00	
405	1	3	2404063	50000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
480	1	0	2404065	10000000.00	717475.54	0.00	9282524.46	9282524.46	0.00	185024005.77	
595	2	3	2404066							301791000.00	
926	1	0	2404067	34061000.00	31210928.47	0.00	2850071.53	2850071.53	0.00	32701914.83	
341	1	3	2404068	100000000.00	0.00	0.00	100000000.00	100000000.00	0.00	0.00	
215	1	0	2404069	65000000.00	55545866.93	0.00	9454133.07	9454133.07	0.00	0.00	
290	1	0	2404070	40000000.00	19806016.10	0.00	20193983.90	20193983.90	19806016.10	41951639.03	
346	1	0	2404072	89272525.00	84433515.61	0.00	4839009.39	4839009.39	0.00	0.00	
595	1	3	2404074	32000000.00	0.00	17611577.23	14388422.77	32000000.00	0.00	32759568.00	
405	2	3	2404076							93195244.30	
290	1	0	2404077	10000000.00	7406975.77	0.00	2593024.23	2593024.23	0.00	129334152.00	
660	1	0	2404078	400000000.00	372801622.59	0.00	27198377.41	27198377.41	0.00	0.00	
595	1	3	2404079	25000000.00	0.00	6120000.00	18880000.00	25000000.00	0.00	0.00	
558	1	3	2404080	50000000.00	175000.00	0.00	49825000.00	49825000.00	175000.00	59451729.32	
558	1	3	2404081	40000000.00	0.00	35365277.91	4634722.09	40000000.00	0.00	42486889.45	
265	1	0	2404082	64500000.00	0.00	0.00	0.00	0.00	0.00	72338249.11	
595	1	3	2404083	50000000.00	12000000.00	0.00	38000000.00	38000000.00	12000000.00	0.00	
131	1	3	2404085	12885000.00	0.00	0.00	0.00	0.00	218971.04	0.00	
595	2	3	2404088							0.00	
595	2	3	2404089							11593764.80	
562	1	3	2404090	250000000.00	0.00	172002648.00	77997352.00	250000000.00	0.00	0.00	
131	1	3	2404091	20616000.00	0.00	0.00	0.00	0.00	2716865.71	0.00	
131	1	3	2404094	21475000.00	0.00	0.00	0.00	0.00	633460.76	0.00	
255	1	0	2404097	29000000.00	19445493.15	0.00	9554506.85	9554506.85	0.00	0.00	
595	1	3	2404100	100000000.00	0.00	0.00	100000000.00	100000000.00	0.00	133957471.84	
558	2	3	2404102							0.00	
295	1	0	2404104	10000000.00	8669905.38	0.00	1330094.62	1330094.62	0.00	42412152.40	
377	1	3	2404105	30000000.00	9733333.28	0.00	20266666.72	20266666.72	9733333.28	63467247.50	
405	2	3	2404106							0.00	
260	1	0	2404107	25000000.00	15233569.00	0.00	9766431.00	9766431.00	0.00	0.00	
558	1	3	2404108	25000000.00	0.00	0.00	25000000.00	25000000.00	0.00	25093133.44	
597	1	0	2404109	660000000.00	479465345.05	0.00	180534654.95	180534654.95	0.00	1197292413.17	
597	2	3	2404110							0.00	
595	1	0	2404111	78000000.00	73120901.04	0.00	4879098.96	4879098.96	0.00	0.00	
595	1	3	2404112	40000000.00	4264391.69	0.00	35735608.31	35735608.31	4264391.69	0.00	
595	1	0	2404114	130000000.00	2954439.61	0.00	127045560.39	127045560.39	0.00	0.00	
595	1	3	2404116	45000000.00	0.00	0.00	45000000.00	45000000.00	0.00	0.00	
595	1	3	2404118	130000000.00	0.00	87340458.00	42659542.00	130000000.00	0.00	0.00	
215	1	0	2404119	79700000.00	78522346.66	132361.57	1045291.77	1177653.34	9910005.05	81181819.38	
558	1	3	2404120	100000000.00	0.00	15904110.95	84095889.05	100000000.00	0.00	0.00	
558	1	3	2404121	186000000.00	46666666.67	0.00	139333333.33	139333333.33	46666666.67	0.00	
594	1	3	2404122	500000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
371	1	0	2404123	30000000.00	28861328.78	0.00	1138671.22	1138671.22	0.00	0.00	
595	1	3	2404125	27000000.00	0.00	18825500.00	8174500.00	27000000.00	0.00	0.00	
225	1	0	2404129	50000000.00	45000000.00	0.00	5000000.00	5000000.00	0.00	186320258.62	
280	1	3	2404130	75000000.00	34609094.75	0.00	40390905.25	40390905.25	34609094.75	0.00	
562	2	3	2404131							0.00	
346	1	3	2404132	8000000.00	8000000.00	0.00	0.00	0.00	8000000.00	0.00	
295	1	0	2404133	30000000.00	25397493.47	0.00	4602506.53	4602506.53	0.00	0.00	
295	1	0	2404134	10500000.00	9852352.33	0.00	647647.67	647647.67	0.00	0.00	
405	2	3	2404135							0.00	
250	1	0	2404136	75000000.00	71045002.03	0.00	3954997.97	3954997.97	0.00	0.00	
595	1	3	2404139	25000000.00	0.00	25000000.00	0.00	25000000.00	0.00	0.00	
210	1	0	2404140	60000000.00	0.00	0.00	0.00	0.00	0.00	479649487.68	
405	2	3	2404141							0.00	
562	2	3	2404142							0.00	
346	1	0	2404144	12500000.00	11839627.09	0.00	660372.91	660372.91	0.00	22818152.00	
562	2	3	2404145							0.00	
405	1	3	2404146	100000000.00	0.00	55878367.12	44121632.88	100000000.00	0.00	0.00	
595	1	0	2404149	323000000.00	299388585.20	0.00	23611414.80	23611414.80	46400816.10	373659376.60	
925	1	0	2404150	20000000.00	15634433.93	0.00	4365566.07	4365566.07	0.00	43190660.90	
295	1	0	2404151	16500000.00	15441298.52	0.00	1058701.48	1058701.48	0.00	0.00	
597	1	0	2404152	150000000.00	85748407.60	0.00	64251592.40	64251592.40	0.00	0.00	
255	1	3	2404153	8000000.00	0.00	5489000.00	2511000.00	8000000.00	0.00	24610532.16	
131	1	3	2404157	24040000.00	0.00	0.00	24040000.00	24040000.00	0.00	24040000.00	
558	1	0	2404160	15000000.00	0.00	0.00	15000000.00	15000000.00	0.00	0.00	
210	1	0	2404162	64500000.00	38666666.00	0.00	25833334.00	25833334.00	22000000.00	0.00	
346	1	0	2404163	25000000.00	23587034.95	0.00	1412965.05	1412965.05	0.00	0.00	
599	2	3	2404164							0.00	
405	2	3	2404165							0.00	
558	2	3	2404166							0.00	
290	1	0	2404167	110000000.00	110000000.00	0.00	0.00	0.00	110000000.00	0.00	
594	2	3	2404168							0.00	
265	1	3	2404169	50000000.00	50000000.00	0.00	0.00	0.00	50000000.00	0.00	
225	2	3	2404170							0.00	
558	1	3	2404171	1000000000.00	244166666.64	0.00	755833333.36	755833333.36	244166666.64	0.00	
594	1	3	2404172	500000000.00	27508560.16	0.00	472491439.84	472491439.84	27508560.16	837573240.36	
220	2	3	2404174							123697500.00	
405	1	3	2404175	100000000.00	0.00	0.00	100000000.00	100000000.00	0.00	0.00	
372	1	0	2404177	43500000.00	0.00	0.00	0.00	0.00	0.00	41152956.00	
342	1	0	2404178	22000000.00	19263811.23	0.00	2736188.77	2736188.77	0.00	0.00	
599	2	0	2404181							168068445.20	
215	1	0	2404184	40000000.00	35153376.35	0.00	4846623.65	4846623.65	0.00	0.00	
558	2	3	2404185							56948908.42	
558	2	3	2404186							170846725.27	
346	1	0	2404187	30000000.00	14039416.41	0.00	15960583.59	15960583.59	0.00	182027676.00	
599	2	3	2404188							0.00	
594	1	3	2404189	300000000.00	0.00	0.00	300000000.00	300000000.00	0.00	305493828.88	
595	1	0	2404190	16417000000.00	2600000000.00	0.00	13817000000.00	13817000000.00	2600000000.00	14903924484.25	
594	1	3	2404191	25000000.00	9166666.67	0.00	15833333.33	15833333.33	9166666.67	31461926.35	
595	1	0	2404192	220000000.00	166620875.50	0.00	53379124.50	53379124.50	0.00	0.00	
595	1	3	2404193	177000000.00	55000000.00	0.00	122000000.00	122000000.00	46666666.67	0.00	
398	2	3	2404195							0.00	
245	1	0	2404196	50000000.00	40734546.15	0.00	9265453.85	9265453.85	0.00	0.00	
558	1	3	2404197	500000000.00	367583333.36	0.00	132416666.64	132416666.64	360333333.36	0.00	
558	1	3	2404198	230000000.00	0.00	0.00	230000000.00	230000000.00	0.00	0.00	
599	1	0	2404201	360000000.00	257562125.49	0.00	102437874.51	102437874.51	62478960.30	0.00	
377	1	3	2404202	2000000.00	0.00	0.00	2000000.00	2000000.00	0.00	0.00	
290	1	0	2404203	30000000.00	27857791.53	0.00	2142208.47	2142208.47	0.00	0.00	
360	1	0	2404204	52258646.00	44079697.95	0.00	8178948.05	8178948.05	0.00	0.00	
595	1	3	2404205	358000000.00	0.00	0.00	358000000.00	358000000.00	0.00	400574330.05	
250	1	0	2404206	15000000.00	2676984.35	0.00	12323015.65	12323015.65	0.00	0.00	
599	2	0	2404207							3256206197.67	
592	1	3	2404208	60000000.00	59999999.99	0.00	0.01	0.01	59999999.99	0.00	
558	1	3	2404209	450000000.00	0.00	0.00	450000000.00	450000000.00	0.00	0.00	
595	1	0	2404210	65000000.00	58641538.85	0.00	6358461.15	6358461.15	0.00	0.00	
405	1	3	2404212	88000000.00	0.00	0.00	88000000.00	88000000.00	0.00	143799440.25	
594	1	3	2404214	100000000.00	90750000.01	0.00	9249999.99	9249999.99	90750000.01	55988654.91	
909	1	3	2404216	200000000.00	0.00	99705000.00	100295000.00	200000000.00	0.00	0.00	
250	1	0	2404217	20000000.00	19032506.88	0.00	967493.12	967493.12	0.00	0.00	
405	1	3	2404218	46000000.00	0.00	0.00	46000000.00	46000000.00	0.00	0.00	
595	1	3	2404219	80000000.00	0.00	42905583.52	37094416.48	80000000.00	0.00	0.00	
250	1	0	2404220	26000000.00	24825458.35	0.00	1174541.65	1174541.65	0.00	0.00	
210	1	0	2404221	49500000.00	42863689.80	0.00	6636310.20	6636310.20	9863689.80	0.00	
346	1	3	2404222	4500000.00	4500000.00	0.00	0.00	0.00	4500000.00	0.00	
341	1	0	2404223	20000000.00	0.00	0.00	0.00	0.00	0.00	28160576.00	
326	1	0	2404224	20000000.00	0.00	0.00	20000000.00	20000000.00	0.00	0.00	
541	1	0	2404225	50000000.00	18858154.83	16610.93	31125234.24	31141845.17	0.00	53687364.03	
595	2	3	2404226							147960947.04	
595	2	3	2404227							118347452.96	
483	2	0	2404228							0.00	
215	1	0	2404229	44000000.00	39575916.05	171426.40	4252657.55	4424083.95	0.00	56644680.00	
210	1	0	2404230	60000000.00	57335624.05	0.00	2664375.95	2664375.95	30000000.00	39305062.25	
290	1	0	2404231	64900000.00	64900000.00	0.00	0.00	0.00	64900000.00	0.00	
265	1	3	2404232	39000000.00	39000000.00	0.00	0.00	0.00	39000000.00	0.00	
562	1	3	2404233	80000000.00	26666666.66	0.00	53333333.34	53333333.34	26666666.66	0.00	
321	1	0	2404234	50000000.00	49999333.33	0.00	666.67	666.67	16666000.00	62600818.78	
513	2	0	2404236							2113547704.00	
405	2	3	2404237							0.00	
405	2	3	2404240							0.00	
595	2	3	2404241							0.00	
595	2	3	2404242							49417319.86	
267	1	0	2404244	30000000.00	15547427.65	0.00	14452572.35	14452572.35	0.00	0.00	
290	1	0	2404247	30000000.00	0.00	0.00	0.00	0.00	0.00	31939327.20	
255	1	0	2404250	8000000.00	1788641.45	0.00	6211358.55	6211358.55	0.00	0.00	
599	1	0	2404251	80000000.00	0.00	0.00	0.00	0.00	0.00	160576952.58	
250	1	0	2404253	30000000.00	12699498.84	0.00	17300501.16	17300501.16	0.00	0.00	
331	1	0	2404254	247000000.00	222147439.55	0.00	24852560.45	24852560.45	0.00	0.00	
360	1	0	2404255	97000000.00	73226086.03	0.00	23773913.97	23773913.97	0.00	0.00	
290	1	0	2404256	50000000.00	44785867.24	0.00	5214132.76	5214132.76	0.00	0.00	
341	1	0	2404257	64500000.00	57290234.30	0.00	7209765.70	7209765.70	0.00	0.00	
594	1	3	2404259	28000000.00	6583333.32	0.00	21416666.68	21416666.68	6583333.32	45451945.89	
594	1	3	2404260	52000000.00	33634428.83	11268494.68	7097076.49	18365571.17	32032549.75	84410756.65	
405	2	3	2404261							275937200.00	
346	1	0	2404262	80000000.00	0.00	0.00	0.00	0.00	0.00	85342038.92	
595	1	3	2404263	1000000000.00	949354160.64	0.00	50645839.36	50645839.36	949354160.64	395618118.80	
295	1	0	2404264	25000000.00	5798599.22	0.00	19201400.78	19201400.78	5798599.22	0.00	
250	1	3	2404265	65000000.00	0.00	58352564.58	6647435.42	65000000.00	0.00	0.00	
341	1	0	2404267	30000000.00	23255238.15	0.00	6744761.85	6744761.85	8981458.58	0.00	
595	1	3	2404268	100000000.00	0.00	21870305.97	78129694.03	100000000.00	0.00	0.00	
595	1	3	2404269	190000000.00	133208333.33	0.00	56791666.67	56791666.67	133208333.33	0.00	
483	1	0	2404270	40000000.00	38114499.70	0.00	1885500.30	1885500.30	0.00	0.00	
595	1	3	2404271	100000000.00	55066666.67	0.00	44933333.33	44933333.33	55066666.67	99962905.76	
595	1	3	2404272	50000000.00	0.00	18589228.00	31410772.00	50000000.00	0.00	49776610.86	
290	1	0	2404273	60000000.00	51418929.59	0.00	8581070.41	8581070.41	4000000.00	32108941.10	
943	1	3	2404274	90000000.00	31041666.68	0.00	58958333.32	58958333.32	31041666.68	0.00	
943	1	3	2404275	75000000.00	0.00	75000000.00	0.00	75000000.00	0.00	0.00	
905	1	3	2404276	10000000.00	0.00	3226442.99	6773557.01	10000000.00	0.00	0.00	
360	1	0	2404277	175160000.00	94535723.56	0.00	80624276.44	80624276.44	0.00	0.00	
558	1	3	2404278	67000000.00	7468395.83	0.00	59531604.17	59531604.17	7468395.83	0.00	
275	1	0	2404279	30000000.00	15442715.60	0.00	14557284.40	14557284.40	0.00	0.00	
558	1	3	2404280	260000000.00	178031158.61	0.00	81968841.39	81968841.39	178031158.61	201676621.66	
290	1	0	2404281	50000000.00	27480943.79	0.00	22519056.21	22519056.21	0.00	0.00	
360	1	0	2404283	12400000.00	4502809.00	0.00	7897191.00	7897191.00	0.00	0.00	
360	1	0	2404284	46100000.00	36586176.38	0.00	9513823.62	9513823.62	0.00	0.00	
265	1	3	2404286	50000000.00	50000000.00	0.00	0.00	0.00	50000000.00	0.00	
594	2	3	2404287							116891664.89	
904	1	3	2404288	5000000.00	2000000.00	0.00	3000000.00	3000000.00	2000000.00	0.00	
935	1	0	2404289	250000000.00	246088488.57	0.00	3911511.43	3911511.43	0.00	0.00	
360	1	0	2404290	21469470.00	21260167.80	0.00	209302.20	209302.20	0.00	0.00	
597	2	3	2404291							906795680.00	
405	2	3	2404294							0.00	
405	1	3	2404295	3000000000.00	2410583333.27	0.00	589416666.73	589416666.73	2959583333.27	0.00	
405	1	3	2404296	500000000.00	0.00	95752385.65	404247614.35	500000000.00	0.00	0.00	
946	1	0	2404297	80000000.00	76872751.20	0.00	3127248.80	3127248.80	0.00	0.00	
210	1	0	2404298	27000000.00	0.00	0.00	0.00	0.00	0.00	21816000.00	
342	1	0	2404299	30000000.00	0.00	0.00	30000000.00	30000000.00	0.00	0.00	
342	1	0	2404300	30000000.00	19861199.99	0.00	10138800.01	10138800.01	0.00	0.00	
250	1	0	2404301	65000000.00	0.00	0.00	0.00	0.00	0.00	70149370.20	
240	1	3	2404302	15000000.00	0.00	0.00	0.00	0.00	0.00	16743413.27	
405	1	3	2404303	1000000000.00	754166666.65	0.00	245833333.35	245833333.35	733333333.32	0.00	
405	2	3	2404304							0.00	
215	1	0	2404305	194500000.00	168899194.25	0.00	25600805.75	25600805.75	45000000.00	0.00	
362	1	3	2404306	80000000.00	0.00	33521311.00	46478689.00	80000000.00	0.00	77416300.00	
362	1	3	2404307	30000000.00	28766666.73	0.00	1233333.27	1233333.27	27933333.40	35583700.00	
255	1	0	2404309	53000000.00	52127544.75	0.00	872455.25	872455.25	0.00	0.00	
280	1	3	2404310	20000000.00	3957771.78	0.00	16042228.22	16042228.22	3957771.78	0.00	
558	1	3	2404311	154000000.00	0.00	0.00	0.00	0.00	0.00	142708117.93	
210	1	0	2404312	25000000.00	23975253.66	0.00	1024746.34	1024746.34	0.00	30048000.00	
210	1	0	2404313	26000000.00	24808639.05	0.00	1191360.95	1191360.95	0.00	0.00	
343	1	0	2404314	16000000.00	15128740.15	0.00	871259.85	871259.85	0.00	0.00	
596	1	3	2404315	800000000.00	0.00	0.00	800000000.00	800000000.00	0.00	881571990.00	
405	1	3	2404316	100000000.00	0.00	0.00	100000000.00	100000000.00	0.00	0.00	
596	2	3	2404317							1616215315.00	
596	2	3	2404318							698861676.21	
592	1	3	2404319	64950000.00	54587936.05	0.00	10362063.95	10362063.95	54587936.05	64950000.00	
620	1	0	2404321	60000000.00	48082278.64	0.00	11917721.36	11917721.36	0.00	0.00	
309	1	0	2404322	35000000.00	32572951.99	0.00	2427048.01	2427048.01	0.00	0.00	
260	1	0	2404323	100000000.00	28729602.34	0.00	71270397.66	71270397.66	17140363.54	0.00	
292	1	0	2404324	14300000.00	101929.11	0.00	14198070.89	14198070.89	0.00	0.00	
322	1	0	2404325	9100000.00	8705707.29	0.00	394292.71	394292.71	0.00	0.00	
558	1	3	2404326	35000000.00	14449056.50	0.00	20550943.50	20550943.50	14449056.50	0.00	
597	1	0	2404327	210000000.00	125985918.90	0.00	84014081.10	84014081.10	83907827.05	212694086.79	
290	1	3	2404328	15000000.00	0.00	0.00	15000000.00	15000000.00	0.00	0.00	
290	1	3	2404329	148000000.00	0.00	102775084.13	45224915.87	148000000.00	0.00	0.00	
405	2	3	2404330							0.00	
210	1	0	2404331	55000000.00	32644545.28	0.00	22355454.72	22355454.72	0.00	0.00	
346	1	0	2404332	75000000.00	69532087.46	0.00	5467912.54	5467912.54	0.00	0.00	
595	1	0	2404333	34000000.00	13080724.73	0.00	20919275.27	20919275.27	7467701.60	0.00	
620	1	0	2404334	15000000.00	14321393.30	0.00	678606.70	678606.70	0.00	0.00	
210	1	0	2404335	64000000.00	60443918.91	0.00	3556081.09	3556081.09	0.00	0.00	
947	1	3	2404336	85000000.00	50916666.69	0.00	34083333.31	34083333.31	50916666.69	134077201.08	
935	2	0	2404337							261106450.35	
595	1	0	2404338	37000000.00	28225597.30	0.00	8774402.70	8774402.70	0.00	0.00	
245	1	0	2404339	50000000.00	47713330.15	0.00	2286669.85	2286669.85	0.00	0.00	
265	1	0	2404340	64000000.00	49748535.19	0.00	14251464.81	14251464.81	0.00	0.00	
595	1	3	2404341	125000000.00	0.00	48327529.31	76672470.69	125000000.00	0.00	122458517.11	
558	1	3	2404342	25000000.00	0.00	0.00	25000000.00	25000000.00	0.00	0.00	
290	1	0	2404343	19000000.00	17844493.82	0.00	1155506.18	1155506.18	0.00	0.00	
943	1	0	2404345	27289000.00	6864421.36	0.00	20424578.64	20424578.64	0.00	0.00	
597	1	3	2404346	100000000.00	0.00	0.00	0.00	0.00	0.00	107680765.27	
558	1	3	2404347	50000000.00	0.00	7556250.00	42443750.00	50000000.00	0.00	0.00	
346	1	0	2404348	100000000.00	62214511.53	0.00	37785488.47	37785488.47	62214511.53	0.00	
984	1	0	2404353	36000000.00	32796970.17	0.00	3203029.83	3203029.83	0.00	0.00	
360	1	0	2404355	72000000.00	71390414.01	0.00	609585.99	609585.99	0.00	0.00	
210	1	0	2404356	10000000.00	4855011.58	0.00	5144988.42	5144988.42	4855011.58	0.00	
206	1	0	2404357	25200000.00	24971448.49	0.00	228551.51	228551.51	0.00	0.00	
405	2	3	2404358							0.00	
405	2	3	2404359							0.00	
321	1	0	2404360	55000000.00	0.00	0.00	0.00	0.00	0.00	296741808.00	
230	1	0	2404361	30000000.00	24483103.72	0.00	5516896.28	5516896.28	0.00	37744104.00	
558	1	3	2404363	200000000.00	0.00	0.00	200000000.00	200000000.00	0.00	0.00	
220	1	0	2404364	25800000.00	24900082.70	0.00	899917.30	899917.30	0.00	0.00	
558	1	3	2404365	60000000.00	10333333.33	0.00	49666666.67	49666666.67	7750000.00	82936324.65	
210	1	0	2404367	15000000.00	9999937.95	0.00	5000062.05	5000062.05	0.00	0.00	
595	1	3	2404368	80000000.00	0.00	0.00	80000000.00	80000000.00	0.00	91267000.00	
595	1	3	2404369	46000000.00	7333333.33	0.00	38666666.67	38666666.67	7333333.33	0.00	
405	1	3	2404370	75000000.00	69739583.31	0.00	5260416.69	5260416.69	69739583.31	0.00	
405	1	3	2404371	86500000.00	0.00	76079393.75	10420606.25	86500000.00	0.00	0.00	
295	1	0	2404372	13700000.00	2623498.80	0.00	11076501.20	11076501.20	0.00	0.00	
562	1	3	2404373	10000000.00	0.00	0.00	10000000.00	10000000.00	0.00	0.00	
483	1	0	2404374	214000000.00	208344638.86	0.00	5655361.14	5655361.14	0.00	0.00	
341	1	0	2404375	30000000.00	27251085.64	0.00	2748914.36	2748914.36	0.00	0.00	
267	1	0	2404376	30000000.00	29025454.05	0.00	974545.95	974545.95	8930200.75	0.00	
215	1	0	2404377	60000000.00	54850980.71	0.00	5149019.29	5149019.29	0.00	0.00	
215	1	0	2404379	15000000.00	14455933.19	0.00	544066.81	544066.81	3100000.00	0.00	
599	1	0	2404380	50000000.00	44787597.28	0.00	5212402.72	5212402.72	13476666.97	0.00	
250	1	0	2404381	18000000.00	16674384.49	0.00	1325615.51	1325615.51	0.00	42652812.16	
405	1	3	2404382	100000000.00	99999395.50	0.00	604.50	604.50	99999395.50	0.00	
405	1	3	2404383	8500000.00	0.00	3798875.00	4701125.00	8500000.00	0.00	9364894.50	
377	1	3	2404384	5000000.00	5000000.00	0.00	0.00	0.00	5000000.00	0.00	
377	1	3	2404385	5000000.00	5000000.00	0.00	0.00	0.00	5000000.00	0.00	
377	1	3	2404386	3500000.00	0.00	0.00	0.00	0.00	0.00	0.00	
377	1	3	2404387	5000000.00	0.00	0.00	5000000.00	5000000.00	0.00	0.00	
230	1	3	2404388	31500000.00	0.00	30545000.00	955000.00	31500000.00	0.00	0.00	
346	1	0	2404389	4400000.00	4066977.41	0.00	333022.59	333022.59	0.00	0.00	
205	1	0	2404390	20900000.00	20714931.34	0.00	185068.66	185068.66	0.00	0.00	
245	1	0	2404392	5985000.00	2469564.60	0.00	3515435.40	3515435.40	2469564.60	0.00	
245	1	3	2404393	5000000.00	0.00	5000000.00	0.00	5000000.00	0.00	0.00	
594	1	3	2404394	3100000000.00	0.00	0.00	3100000000.00	3100000000.00	0.00	0.00	
330	1	3	2404395	20000000.00	6041666.67	0.00	13958333.33	13958333.33	6041666.67	0.00	
595	1	0	2404396	124000000.00	0.00	0.00	0.00	0.00	0.00	122912235.68	
267	1	0	2404398	14500000.00	13470580.31	0.00	1029419.69	1029419.69	0.00	0.00	
370	1	3	2404399	10000000.00	1266875.02	0.00	8733124.98	8733124.98	1055729.19	0.00	
210	1	0	2404400	36000000.00	24000000.00	0.00	12000000.00	12000000.00	0.00	0.00	
479	1	0	2404401	10000000.00	8240753.76	0.00	1759246.24	1759246.24	0.00	0.00	
946	1	3	2404402	35000000.00	13628333.38	0.00	21371666.62	21371666.62	13628333.38	0.00	
594	1	3	2404403	500000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
267	1	0	2404404	16000000.00	14691607.32	0.00	1308392.68	1308392.68	0.00	0.00	
250	1	0	2404405	35000000.00	20943770.65	0.00	14056229.35	14056229.35	0.00	0.00	
461	1	0	2404406	17350000.00	17000979.67	0.00	349020.33	349020.33	0.00	0.00	
303	1	3	2404408	64000000.00	0.00	0.00	64000000.00	64000000.00	0.00	0.00	
960	1	0	2404409	15000000.00	14420788.78	0.00	579211.22	579211.22	0.00	0.00	
367	1	3	2404410	8500000.00	0.00	0.00	0.00	0.00	0.00	8728371.15	
210	1	0	2404411	64500000.00	62097110.44	0.00	2402889.56	2402889.56	0.00	0.00	
267	1	0	2404412	15000000.00	14591456.92	0.00	408543.08	408543.08	6368410.88	0.00	
479	1	0	2404413	20000000.00	10495940.00	0.00	9504060.00	9504060.00	0.00	0.00	
594	2	3	2404414							0.00	
